Topic,Title,Summary,URL,Revision ID
Sports,Australian Sports Medal,"The Australian Sports Medal is an award given to recognise achievements in Australian sport to commemorate Australian participation in major sporting events. Original recipients of the award included competitors, coaches, sports scientists, office holders, and people who maintained sporting facilities and services. During the original period of its award in 2000–2001, over 18,000 medals were awarded. The award was permanently reactivated in 2020 to commemorate Australian contributions and participation in major multi-sport events.",https://en.wikipedia.org/wiki/Australian_Sports_Medal,1153641342
Sports,Grandstand (TV programme),"Grandstand was the former flagship sports programme of the British Broadcasting Corporation which was broadcast on Saturday afternoons on BBC1 between 1958 and 2007, and from 1981 on Sunday afternoons as Sunday Grandstand on BBC2, although until 1998 the Sunday edition aired only during the summer.
The last editions of Grandstand and Sunday Grandstand were broadcast over the weekend of 27–28 January 2007.",https://en.wikipedia.org/wiki/Grandstand_(TV_programme),1170889781
Sports,2021,"2021 (MMXXI) was a common year starting on Friday of the Gregorian calendar, the 2021st year of the Common Era (CE) and Anno Domini (AD) designations, the 21st  year of the 3rd millennium and the 21st century, and the  2nd   year of the 2020s decade.  
Like the year 2020, 2021 was also heavily defined by the COVID-19 pandemic, due to the emergence of multiple COVID-19 variants. The major global rollout of COVID-19 vaccines, which began at the end of 2020, continued in 2021. Most major events scheduled for 2020 that were postponed due to the pandemic were hosted in 2021, including  the 26th United Nations Climate Change Conference, Expo 2020, and sporting events such as UEFA Euro 2020, the 2020 Summer Olympics and Paralympics, as well as the 2021 Copa América. The later part of the year also saw the release of the web game Wordle.

2021 additionally witnessed the rise of non-fungible tokens as a part of the global economy and numerous advancements in space exploration, particularly by the United Arab Emirates, NASA and SpaceX, including the launch of the James Webb Space Telescope. Civil unrest grew in 2021, with coups occurring in Sudan, Myanmar, Mali and Guinea, and insurgencies occurring in Armenia and the United States.

",https://en.wikipedia.org/wiki/2021,1177022516
Sports,IRIB TV1,"IRIB TV1 (Persian: شبکه یک, Shabakeh-e Yek, lit. Channel 1) is one of the 40 national television channels in Iran.
IRIB TV1 was the first national television channel in Iran, and is now the oldest Iranian television channel having been established in 1958. The channel is referred to by some as the National Channel, as most of Islamic Republic of Iran Broadcasting's television budget is set aside for this channel.
The channel has a wide range of programming such as drama series, television premieres of major Iranian movies, and talk shows. Children's shows also air in reruns, but most of them air first-run on IRIB TV2's youth programming block. The channel also has the most watched Iranian news broadcast and televises the Friday prayers. The channel televised major sporting events until IRIB TV3 attained the rights for those broadcasts, as well as numerous viewers.
This channel has been subjected to human rights abuses by airing forced confessions on live television.",https://en.wikipedia.org/wiki/IRIB_TV1,1145084527
Sports,Oranjegekte,"Oranjegekte (Orange craze) or Oranjekoorts (Orange fever) is a phenomenon in the Netherlands that occurs during major sporting events, especially international football championships, Formula One Grands Prix and during Koningsdag, an annual holiday celebrating the king's birthday. It manifests itself in the wearing of orange clothing such as T-shirts, caps and scarfs; lavish attention for sports and sports fans in the media; and the decoration of cars, rooms, houses, shops, and even entire streets in orange, the traditional colour of the Dutch royal family, the House of Orange-Nassau.

",https://en.wikipedia.org/wiki/Oranjegekte,1171655121
Sports,Sport in Manchester,"Manchester City and Manchester United are popular Premier League football clubs in Greater Manchester. United's ground is in Old Trafford; Manchester City's home ground is the City of Manchester Stadium in east Manchester.  Fixtures between the clubs are referred to as the Manchester Derby. Manchester United are historically the most successful football club in England with 66 elite honours won (including three European Cups).
Manchester City have won nine domestic league titles, most recently in 2023. Under the management of Pep Guardiola in winning the Premier League in 2018, they became the only Premier League team to attain 100 points in a single season. In 2019, they won four trophies, completing an unprecedented sweep of all domestic trophies in England and becoming the first English men's team to win the domestic treble. Manchester City's revenue was the fifth highest of a football club in the world in the 2017–18 season at €527.7 million. In 2018, Forbes estimated the club was the fifth most valuable in the world at $2.47 billion. Manchester has hosted every major domestic, continental and international football competition, including the World Cup in 1966, the European Championship in 1996, Olympic Football in 2012, the 2003 UEFA Champions League Final, the 2008 UEFA Cup Final, 1893, 1911, 1915 and 1970 FA Cup Finals and 1977, 1978 and 1984 Football League Cup Final.
Lancashire County Cricket Club, formed in 1865 to replace Manchester Cricket Club, play at Old Trafford cricket ground.
Manchester has competed twice to host the Olympic Games, being beaten into fourth place by Atlanta in 1996 and coming third to Sydney in 2000. Manchester hosted the 2002 Commonwealth Games with many sporting facilities being built for them, including the City of Manchester Stadium, the Manchester Velodrome, the National Squash Centre and the Manchester Aquatics Centre",https://en.wikipedia.org/wiki/Sport_in_Manchester,1164806009
Sports,Taipei,"Taipei (臺北  ), officially Taipei City, is the capital and a special municipality of  Taiwan. Located in Northern Taiwan, Taipei City is an enclave of the municipality of New Taipei City that sits about 25 km (16 mi) southwest of the northern port city of Keelung. Most of the city rests on the Taipei Basin, an ancient lakebed. The basin is bounded by the relatively narrow valleys of the Keelung and Xindian rivers, which join to form the Tamsui River along the city's western border.The municipality of Taipei is home to an estimated population of 2,494,813 (March 2023), forming the core part of the Taipei–Keelung metropolitan area, also known as ""Greater Taipei"", which includes the nearby cities of New Taipei and Keelung with a population of 7,047,559, the 40th most-populous urban area in the world—roughly one-third of Taiwanese citizens live in the metro areas. The name ""Taipei"" can refer either to the whole metropolitan area or just the municipality alone. Taipei has been the political center of the island since 1887, when it first became the seat of Taiwan Province by the Qing dynasty until 1895 and again from 1945 to 1956 by the ROC government, with an interregnum from 1895 to 1945 as the seat of the Government-General of Taiwan during the Japanese rule. The city has been the national seat of the ROC central government since 1949, it became the nation's special municipality (then known as Yuan-controlled municipality) on 1 July 1967 from provincial city status.
Taipei is the economic, political, educational and cultural center of Taiwan and one of the major hubs in East Asia. Considered to be a global city and rated as an Alpha − City by GaWC, Taipei is part of a major high-tech industrial area. Railways, highways, airports and bus lines connect Taipei with all parts of the island. The city is served by two airports – Songshan and Taoyuan. The municipality is home to architectural and cultural landmarks, including Taipei 101 (formerly the tallest building in the world), Chiang Kai-shek Memorial Hall, Dalongdong Baoan Temple, Hsing Tian Kong, Lungshan Temple of Manka, National Palace Museum, Presidential Office Building, Taipei Guest House and Zhinan Temple. Shopping districts including Ximending as well as several night markets dispersed throughout the city. Natural features include Maokong, Yangmingshan and hot springs.
In English-language news reports, the name Taipei often serves as a synecdoche referring to central government of Taiwan. Due to the ambiguous political status of Taiwan internationally, the term Chinese Taipei is also frequently used as a synonym for the entire country, as when Taiwan's governmental representatives participate in international organizations or Taiwan's athletes compete in international sporting events, including the Olympics.",https://en.wikipedia.org/wiki/Taipei,1176999438
Sports,Mitch Fatel,"Mitch Fatel (born December 20, 1968), also known as Mitch Faytel, is a stand-up comedian. Born in Manhattan, he was raised in Yonkers, New York, and began doing stand-up at the age of 15. In 1988, Fatel attended NYU/Tisch School of the Arts and majored in film and acting studies. Around this time, Fatel was an intern on The Howard Stern Show. When Mitch left the show, he brought in a friend of his, John Melendez. John went on to take his place as intern and became known as ""Stuttering John"".
Fatel performs regularly at the famed Comedy Cellar. He has performed on the Late Show with David Letterman and Late Night with Conan O'Brien and worked as a correspondent on The Tonight Show with Jay Leno covering major sporting events and conventions.
In 2004, he released his first album, entitled Miniskirts and Muffins, which debuted number one on the iTunes Comedy Charts.
In 2006, he took home honors as ""Best Comedian"" at the HBO Aspen Comedy Festival. In the same year, he released his second album, Super Retardo, from Laugh.com.
His first half-hour special aired on April 10, 2007, at 10PM on Comedy Central Presents, which was ranked number 6 by viewers in the ""Stand Up Showdown"".
Tracks from his albums are often heard on XM Comedy 150 on XM Satellite Radio on Sirius Satellite Radio's Raw Dog Comedy 104 and on Pandora Radio.",https://en.wikipedia.org/wiki/Mitch_Fatel,1161891131
Sports,Manolis Mavrommatis,"Manolis Mavrommatis (born August 15, 1941 ) is a Greek politician and former Member of the European Parliament (MEP) for New Democracy, belonging to the European People's Party.Born in Platanias, Crete, he studied sociology in the University of Rome, as well as Cinema, Theater and Radio techniques. He started off as a director for short-films and documentaries and moved on to directing theatrical acts for both the radio and the stage. In 1975 he started working as a sports journalist and covered a variety of major sporting events (Olympic Games, FIFA World Cup, UEFA European Championship etc.) up until his election to the European Parliament in 2004.
He is married to actress Rena Venieri and has a son, Michael Mavrommatis.",https://en.wikipedia.org/wiki/Manolis_Mavrommatis,1009926690
Sports,Barak Fever,"Barak Fever Daniels (Holon, Israel; 27 August 1981) is a Mexican-Israeli sport journalist who works for the multinational sport chain ESPN. He began his professional career in TV Azteca in 1998 in their statistics department and has covered a wide variety of major sporting events such as Euro 2004 in Portugal, Euro 2008 in Austria-Switzerland, Olympics 2008 in Beijing, FIFA World Cup in Germany 2006 and America's Cup 2007 in Venezuela. Fever studied Communications at Universidad Iberoamericana in Mexico City.

",https://en.wikipedia.org/wiki/Barak_Fever,1177050663
Sports,Hentai,"Hentai is a term that refers to pornographic anime and manga. A loanword from Japanese, the original term (変態 ()) does not describe a genre of media, but rather an abnormal sexual desire or act, as an abbreviation of hentai seiyoku (変態性欲, ""sexual perversion""), and is also used to refer to persons who hold or do such desires and acts, often translated to English as ""pervert"". In addition to anime and manga, hentai works exist in a variety of media, including artwork and video games (commonly known as eroge).
The development of hentai has been influenced by Japanese cultural and historical attitudes toward sexuality. Hentai works, which are often self-published, form a significant portion of the market for doujin works, including doujinshi. Numerous subgenres exist depicting a variety of sexual acts and relationships, as well as novel fetishes.

",https://en.wikipedia.org/wiki/Hentai,1176697111
Sports,2023 in Mexico,"This article lists events occurring in Mexico during 2023. It lists the most important political leaders during the year at both federal and state levels and will include a brief year-end summary of major social and economic issues. Cultural events, including major sporting events, are also listed.",https://en.wikipedia.org/wiki/2023_in_Mexico,1175962184
Sports,Official anthem of Hong Kong,"The representative anthem of Hong Kong is ""March of the Volunteers,"" the national anthem of the People's Republic of China.
As a dependent entity - during British rule from 1841, during the Japanese occupation, 1941-45, and currently as part of China, the anthem of the ruling sovereign state has always been adopted for official use and played at major sporting events and ceremonies.",https://en.wikipedia.org/wiki/Official_anthem_of_Hong_Kong,1176818466
Sports,Sunday sporting events,"Sunday sporting events were not usually played until the early 20th century. In North America, they were prohibited due to blue laws at first, but then cities like Chicago, St. Louis, and Cincinnati later decided to legalize them. Other cities such as New York City and Philadelphia had intense political and court battles to legalize the games. Nowadays, professional sports leagues schedule games on Sundays in the United States, though this practice continues to be opposed by some Christian denominations upholding first-day Sabbatarian doctrine.",https://en.wikipedia.org/wiki/Sunday_sporting_events,1146912302
Sports,Ziggo Sport,"Ziggo Sport is a sports television channel in the Netherlands, operated by Ziggo owned by VodafoneZiggo. It is only available for Ziggo subscribers and broadcasts a variety of sports with a focus on major sporting events, a weekly talk show called ""Peptalk"", and sports related films and documentaries. It also has a paid counterpart, Ziggo Sport Totaal, which can also be received by non-Ziggo subscribers. The channel started with a repeating promotional film on 2 November 2015 and officially launched on 12 November 2015.",https://en.wikipedia.org/wiki/Ziggo_Sport,1121112954
Sports,Shizuoka Stadium,"Shizuoka Stadium ECOPA (静岡スタジアム・エコパ, Shizuoka Sutajiamu Ekopa) is a sports  stadium used primarily for football. The stadium is in Fukuroi City, Shizuoka Prefecture, Japan, although the stadium itself is merely the centrepiece of the larger Ogasayama Sports Park which extends into neighbouring Kakegawa. The stadium's capacity is 50,889. It is now the primary venue for major sporting events in Shizuoka Prefecture, including track and field, for which it is fully equipped.",https://en.wikipedia.org/wiki/Shizuoka_Stadium,1154623411
Sports,Alan Coleman,"Alan James Coleman (28 December 1936 – 10 December 2013) was an English-born TV series writer, director and producer, primarily in the southern hemisphere, where he worked on soap operas The Young Doctors (which he also created), The Restless Years, Punishment, Breakers, Neighbours and Shortland Street.
Earlier he was the head of children's programming at ATV in the UK until emigrating to Australia in 1974. In 1997, he directed several episodes of the British soap opera, Family Affairs as a part of a working holiday in the UK. At one point, he also temporarily parted company with the Reg Grundy production stable to establish his own company, which provided television coverage of major sporting events. Before going behind the camera, he originally worked as an actor and is on record as saying that ""you cannot be a good director unless you have acted yourself"".
Coleman's autobiography, One Door Shuts, was self-published through Trafford Publishing in 2009.",https://en.wikipedia.org/wiki/Alan_Coleman,1112499996
Sports,SuperSport (South African broadcaster),"SuperSport is a South African-based group of television channels carried on the DStv & Canal+ satellite platforms alongside the GOtv terrestrial platform and Showmax Pro for live sports programming. It provides sports content in South Africa, Nigeria and many other African countries.SuperSport previously also had operations in Europe in the Scandinavian, Benelux, Italy, Eastern Europe, Greek & Cypriot regions and had sports channels started by FilmNet, being owned by MultiChoice at the time which have since been replaced. They also had operations in Thailand, under the current name True Sport & Egypt and Middle East via Cable Network of Egypt (CNE) & Arab Radio and Television Network respectively.
The channel broadcasts most of the major sporting events and leagues of association football, rugby, cricket, tennis, golf, motorsport, cycling, boxing, wrestling, hockey, athletics. It was formerly the world's largest broadcaster of live rugby and cricket (having been overtaken by Sky Sports), and also the world's second largest Premier League broadcaster, broadcasting matches live and, where possible, in HD through the Premier League's Content Service Sr.Apart from its satellite channels, SuperSport also feeds content to M-Net, CSN and occasionally to M-Net HD. As of September 2020, much the same way Sky Sports has done, SuperSport started to run thematic channels with most major sports getting their own channels.

",https://en.wikipedia.org/wiki/SuperSport_(South_African_broadcaster),1174254192
Sports,Shelley Craft,"Shelley Craft (born 21 June 1976) is an Australian television personality.
She is most well known for her long-running presenting roles on the Seven Network programs Saturday Disney from 1996 until 2002, and The Great Outdoors from 2002 until 2007.
From 2008 to present she has been working for the Nine Network on a number of programs, most notably as host of Australia's Funniest Home Video Show, Domestic Blitz, The Block, Reno Rumble and Your Domain.In 2013, she presented the 'Saturday Showdown' edition of Big Brother Australia. Craft is an ambassador for online travel agency TripADeal.",https://en.wikipedia.org/wiki/Shelley_Craft,1175431127
Sports,Sam Houston Bearkats,"The Sam Houston Bearkats are the intercollegiate athletic teams that represent Sam Houston State University, located in Huntsville, Texas. Sam Houston's colors are orange and white. Sam Houston sports teams participate in NCAA Division I (Football Bowl Subdivision (FBS-formerly known as Division I-A) for football) in Conference USA (CUSA), having joined that conference on July 1, 2023 after spending 34 years in the Southland Conference and two years in the Western Athletic Conference (WAC). SHSU's primary rival is Stephen F. Austin (SFA) and tensions between the two schools can run high before major sporting events that pit one against the other.
As a whole, the Sam Houston athletic department captured the Southland Conference Commissioner's Cup in 2005, 2006, 2007, 2013, 2014, 2018 and 2019 for all-around athletic department and topped the Southland Conference for all-academic recognition. The Kats are the only athletic department in the Southland Conference to get the Commissioner's Cup for 3 consecutive years while the 7 total cups are the most in league history.
Sam Houston boasts both the best average student athlete GPA as well as the highest number of student athletes named to the Southland Conference honor roll. This is particularly evident in the men's basketball program, which fielded 6 of the 13 student athletes who gained Academic All-Conference honors, including junior Ryan Bright, who was also named student athlete of the year for men's basketball.
Sam Houston's move to the WAC was announced on January 14, 2021 as part of a major expansion of that conference. Also announced as future WAC members were three other Southland members from Texas (Abilene Christian, Lamar, SFA) plus Big Sky Conference member Southern Utah. Initially, all five schools were to join in July 2022, but the entry of SHSU and the other Texas schools was moved to 2021 after the Southland expelled its departing members.Sam Houston was announced as a future member of Conference USA effective July 1, 2023 on November 5, 2021.

",https://en.wikipedia.org/wiki/Sam_Houston_Bearkats,1166902977
Sports,Bar (establishment),"A bar, also known as a saloon, a tavern  or tippling house, or sometimes as a pub or club, is a retail  business establishment that serves alcoholic beverages, such as beer, wine, liquor, cocktails, and other beverages such as mineral water and soft drinks. Bars often also sell snack foods, such as crisps or peanuts, for consumption on their premises. Some types of bars, such as pubs, may also serve food from a restaurant menu. The term ""bar"" refers to the countertop where drinks are prepared and served, and by extension to the overall premises.
The term derives from the metal or wooden bar (barrier) that is often located along the length of the ""bar"". Over many years, heights of bars were lowered, and high stools added, and the brass bar remains today.
Bars provide stools or chairs that are placed at tables or counters for their patrons. Bars that offer entertainment or live music are often referred to as ""music bars"", ""live venues"", or ""nightclubs"". Types of bars range from inexpensive dive bars
to elegant places of entertainment, often accompanying restaurants for dining.
Many bars operate a discount period, designated a ""happy hour"" or discount of the day to encourage off-peak-time patronage. Bars that fill to capacity sometimes implement a cover charge or a minimum drink-purchase requirement during their peak hours. Bars may have bouncers to ensure that patrons are of legal age, to eject drunk or belligerent patrons, and to collect cover charges. Such bars often feature entertainment, which may be a live band, vocalist, comedian, or disc jockey playing recorded music.
Patrons may sit or stand at the counter and be served by a bartender. Depending on the size of a bar and its approach, alcohol may be served at the bar by bartenders, at tables by servers, or by a combination of the two. The ""back bar"" is a set of shelves of glasses and bottles behind the counter. In some establishments, the back bar is elaborately decorated with woodwork, etched glass, mirrors, and lights.",https://en.wikipedia.org/wiki/Bar_(establishment),1175678144
Sports,Rede Manchete,"Rede Manchete (Portuguese pronunciation: [ˈʁedʒi mɐ̃ˈʃɛtʃi]; lit.: Headline Network; also known as TV Manchete or only Manchete) was a Brazilian television network that was founded in Rio de Janeiro on 5 June 1983 by the Ukrainian-Brazilian journalist and businessman Adolpho Bloch. The network remained on the air until 10 May 1999. It was part of Grupo Bloch, which published the magazine Manchete by Bloch Editores, its publishing division; the television network was named after the magazine.With sophisticated equipment and seeking an upper class schedule, Manchete was known for its programming based on journalism, covering the world and Brazilian sport, with major sporting events. Telenovelas, series and miniseries from Manchete also made history in the Brazilian television dramaturgy. In addition to their own schedule, Manchete is known as airing Japanese programmes like tokusatsu and anime, including some of the Super Sentai series (Choushinsei Flashman, Dengeki Sentai Changeman), Sailor Moon, Kamen Rider Black and Black RX and most notably, MegaBeast Investigator Juspion.
In May 1999, the partners Amilcare Dallevo and Marcelo de Carvalho (known as TeleTV Group) bought the licenses of Manchete, moved the headquarters to Barueri, and changed the network's name to RedeTV!.

",https://en.wikipedia.org/wiki/Rede_Manchete,1176556658
Sports,Max Herman,"Max Gerald Myer Benjamin Herman (born 2 August 1984) is a British-Filipino recording artist, composer, songwriter and producer. He has composed, written and produced music for multi-platinum artists, the Royal Philharmonic Orchestra, films and major sport opening ceremonies. Herman's works are notable for integrating piano, electronic sounds, synth percussive sounds, soundscapes and beats with traditional orchestral instruments. He has been nominated for 11 awards and won 4 awards for his work in music and film, including 2 Grammy nominations. Max Herman has produced, written and composed songs for various artists at studios such as Abbey Road, Air Studios, Metropolis Studios, Strong Room Studios, Sarm Music Village and Katara Studios (Katara Cultural Village).",https://en.wikipedia.org/wiki/Max_Herman,1171482724
Sports,2023 FIBA Basketball World Cup qualification (Europe),"The 2023 FIBA Basketball World Cup qualification for the FIBA Europe region, began in February 2020 and concluded in February 2023. The process determined the twelve teams that would qualify for the 2023 FIBA Basketball World Cup.
On 9 December 2019, the World Anti-Doping Agency initially handed Russia a four-year ban from all major sporting events, after RUSADA was found non-compliant for handing over manipulating lab data and lying to investigators. WADA prohibited the use of the Russian flag and anthem at major international sporting events. However, the Russia national team could still enter qualification, as the ban only applied to the final tournament to decide the world champions. Russia appealed the ruling to the Court of Arbitration for Sport (CAS), which ruled in favour of WADA on 17 December 2020, but cut the ban from four to two years. Had Russia qualified, its players would have been able to use its name, flag and anthem at the World Cup, as a result of the nation's two-year ban expiring on 16 December 2022. However, Russia was later expelled from the tournament due to its invasion of Ukraine in February 2022.",https://en.wikipedia.org/wiki/2023_FIBA_Basketball_World_Cup_qualification_(Europe),1174733914
Sports,Sport in Sussex,"Sport in Sussex forms an important part of the culture of Sussex.  With a centuries-long tradition of sport, Sussex has played a key role in the early development of both cricket and stoolball. Cricket is recognised as having been formed in the Weald and Sussex CCC is England's oldest county cricket club. Slindon Cricket Club dominated the sport for a while in the 18th century. The cricket ground at Arundel Castle traditionally plays host to a Duchess of Norfolk's XI which plays the national test sides touring England. The sport of stoolball is also associated with Sussex, which has a claim to be where the sport originated and certainly where its revival took place in the early 20th century. Sussex is represented in the Premier League by Brighton & Hove Albion and in the Football League by Crawley Town. Brighton has been in the Premier League since 2017 and has been a League member since 1920, whereas Crawley was promoted to the League in 2011. Brighton & Hove Albion W.F.C. play in the FA Women's Super League from 2017.  Sussex has had its own football association, since 1882 and its own football league, which has since expanded into Surrey, since 1920. In horse racing, Sussex is home to Goodwood, Fontwell Park, Brighton and Plumpton. The All England Jumping Course show jumping facility at Hickstead is situated 8 miles (13 km) north of Brighton and Hove.
Active Sussex is the county sports partnership for Sussex and its main aim is to increase participation in sport and physical activity at a local level.",https://en.wikipedia.org/wiki/Sport_in_Sussex,1158668110
